Gene,RawPValue,AdjustedPValue,Significant
ADRA2A,0.180948573539884,0.999977713692555,0
ADRA2B,0.450392317606116,0.999977713692555,0
ADRA2C,0.717553211794641,0.999977713692555,0
ADRB1,0.835982541155689,0.999977713692555,0
ADRB2,0.176443332807371,0.999977713692555,0
ADRB3,0.74579395630135,0.999977713692555,0
ADRBK1,0.846860266022143,0.999977713692555,0
ADRBK2,0.785028776167738,0.999977713692555,0
ADSL,0.447550972772185,0.999977713692555,0
ADSS,0.779644749008389,0.999977713692555,0
AP2A1,0.788100895766903,0.999977713692555,0
AP2A2,0.287616669215995,0.999977713692555,0
AP1B1,0.83621313174574,0.999977713692555,0
AP2B1,0.471843183127235,0.999977713692555,0
AP1G1,0.69021811888559,0.999977713692555,0
AEBP1,0.566126537110372,0.999977713692555,0
AES,0.488866810205262,0.999977713692555,0
CRISP1,0.471478204579099,0.999977713692555,0
AFG3L1P,0.712204278925489,0.999977713692555,0
AFM,0.678758820282949,0.999977713692555,0
AFP,0.537376067975118,0.999977713692555,0
AGA,0.450250830080649,0.999977713692555,0
ACAN,0.32804127513793,0.999977713692555,0
AGER,0.885596742676341,0.999977713692555,0
AGL,0.754810220838025,0.999977713692555,0
AGRP,0.635558054978696,0.999977713692555,0
JAG1,0.980976289577524,0.999977713692555,0
AGT,0.912955948374714,0.999977713692555,0
AGTR1,0.372731176747046,0.999977713692555,0
AGTR2,0.694336767682098,0.999977713692555,0
APLNR,0.744886607963484,0.999977713692555,0
AGXT,0.732627087458332,0.999977713692555,0
NR0B1,0.418970921524101,0.999977713692555,0
AHCY,0.89821355704315,0.999977713692555,0
AHR,0.741737962490581,0.999977713692555,0
AHSG,0.849301629754887,0.999977713692555,0
AIF1,0.813524694002013,0.999977713692555,0
AIM1,0.567749212210905,0.999977713692555,0
AK1,0.470603466392783,0.999977713692555,0
AK2,0.939831535851304,0.999977713692555,0
AK4,0.553538100958421,0.999977713692555,0
AKT1,0.168053990089407,0.999977713692555,0
AKT2,0.833604552007355,0.999977713692555,0
ALAD,0.70548864846689,0.999977713692555,0
ALAS1,0.937075672341458,0.999977713692555,0
ALAS2,0.195176239141963,0.999977713692555,0
ALB,0.318749702338513,0.999977713692555,0
ALCAM,0.76577675358018,0.999977713692555,0
ABCD1,0.852473985943846,0.999977713692555,0
ALDH1A1,0.801977057917376,0.999977713692555,0
ALDH2,0.529111527520274,0.999977713692555,0
ALDH3A1,0.588746458785737,0.999977713692555,0
ALDH1B1,0.0300688987609636,0.999977713692555,0
ALDH1A3,0.884907115228795,0.999977713692555,0
ALDH3B1,0.900583305399229,0.999977713692555,0
ALDH3B2,0.313154961062628,0.999977713692555,0
ALDH9A1,0.665654511452834,0.999977713692555,0
ALDH3A2,0.733216196202779,0.999977713692555,0
ABCD2,0.0718354669966084,0.999977713692555,0
ALDOA,0.940774788937518,0.999977713692555,0
ALDOB,0.083784402752526,0.999977713692555,0
ALDOC,0.815920496983741,0.999977713692555,0
AKR1B1,0.862288884348267,0.999977713692555,0
ALK,0.178578211743339,0.999977713692555,0
ALOX12,0.207583525548641,0.999977713692555,0
ALOX5,0.991983382654703,0.999977713692555,0
ALOX5AP,0.929036844991062,0.999977713692555,0
ALOX12B,0.863239662898232,0.999977713692555,0
ALOX12P2,0.654535075990123,0.999977713692555,0
ALOX15,0.86451482179142,0.999977713692555,0
ALOX15B,0.68947796311419,0.999977713692555,0
ALPI,0.84216742817342,0.999977713692555,0
ALPL,0.783881861075467,0.999977713692555,0
ALPP,0.957692809724011,0.999977713692555,0
ALPPL2,0.294666578366168,0.999977713692555,0
ALX3,0.552398339407771,0.999977713692555,0
AMBN,0.873281480280617,0.999977713692555,0
AMBP,0.2651844931148,0.999977713692555,0
AMD1,0.74874000641229,0.999977713692555,0
AMELX,0.462523207413444,0.999977713692555,0
AMELY,0.478539730421722,0.999977713692555,0
AMFR,0.959457156315197,0.999977713692555,0
AMH,0.154479839334296,0.999977713692555,0
AMHR2,0.687671458957586,0.999977713692555,0
AMPD1,0.444787275457671,0.999977713692555,0
AMPD2,0.416832229791779,0.999977713692555,0
AMPD3,0.351676640488972,0.999977713692555,0
AMPH,0.968264461434493,0.999977713692555,0
BIN1,0.890372353433912,0.999977713692555,0
AMT,0.37130966742237,0.999977713692555,0
AMY2B,0.415404334994402,0.999977713692555,0
ANG,0.527238437942151,0.999977713692555,0
ANGPT1,0.820646880337035,0.999977713692555,0
ANGPT2,0.900420974547043,0.999977713692555,0
ANK1,0.74237481764971,0.999977713692555,0
ANK2,0.358197862935579,0.999977713692555,0
ANK3,0.903561234983774,0.999977713692555,0
ANPEP,0.914932418284201,0.999977713692555,0
SLC25A4,0.325172895272297,0.999977713692555,0
SLC25A5,0.754283986796527,0.999977713692555,0
SLC25A6,0.537276733548011,0.999977713692555,0
ANXA1,0.853770442613119,0.999977713692555,0
ANXA2,0.872252106450671,0.999977713692555,0
ANXA2P1,0.906726494229417,0.999977713692555,0
ANXA2P2,0.367795853016086,0.999977713692555,0
ANXA2P3,0.216498291441051,0.999977713692555,0
ANXA3,0.72673939543965,0.999977713692555,0
ANXA4,0.604534169555728,0.999977713692555,0
ANXA5,0.5397477605006,0.999977713692555,0
ANXA6,0.291615997840486,0.999977713692555,0
ANXA7,0.632293064500801,0.999977713692555,0
ANXA11,0.716785865774473,0.999977713692555,0
ANXA13,0.965962769603405,0.999977713692555,0
AOAH,0.2478498348185,0.999977713692555,0
AOC2,0.00348321789771355,0.643198234687696,0
AOX1,0.472640838533261,0.999977713692555,0
APAF1,0.964700128226511,0.999977713692555,0
NUDT2,0.452820489958154,0.999977713692555,0
APOF,0.268370255648644,0.999977713692555,0
APBA1,0.883426978294571,0.999977713692555,0
APBA2,0.788689813257055,0.999977713692555,0
APBB1,0.152662633478512,0.999977713692555,0
APBB2,0.853921285668842,0.999977713692555,0
APC,0.843290050529552,0.999977713692555,0
APCS,0.292351772997255,0.999977713692555,0
AIRE,0.555992572845574,0.999977713692555,0
APEH,0.772688465085288,0.999977713692555,0
APEX1,0.300731539965568,0.999977713692555,0
BIRC2,0.401081134283094,0.999977713692555,0
BIRC3,0.814271412912135,0.999977713692555,0
XIAP,0.130112790199105,0.999977713692555,0
BIRC5,0.961553026894106,0.999977713692555,0
APLP1,0.359393423336062,0.999977713692555,0
APLP2,0.838381064746687,0.999977713692555,0
APOA1,0.71179124267693,0.999977713692555,0
APOA2,0.463157228639198,0.999977713692555,0
APOA4,0.922442434087132,0.999977713692555,0
APOB,0.773923169349154,0.999977713692555,0
APOBEC1,0.971670874241946,0.999977713692555,0
APOC1,0.84843506223383,0.999977713692555,0
APOC1P1,0.224910005364316,0.999977713692555,0
AQP8,0.947218801957187,0.999977713692555,0
APOC3,0.213093857670086,0.999977713692555,0
APOD,0.71820207217859,0.999977713692555,0
APOE,0.697401337240502,0.999977713692555,0
APOH,0.911674200697695,0.999977713692555,0
APP,0.90906150826298,0.999977713692555,0
APRT,0.337610038345274,0.999977713692555,0
KLK3,0.193280223377815,0.999977713692555,0
FAS,0.390377657828408,0.999977713692555,0
FASLG,0.628942264729827,0.999977713692555,0
SHROOM2,0.703828917230157,0.999977713692555,0
AQP1,0.870861292575325,0.999977713692555,0
AQP2,0.842250562162915,0.999977713692555,0
AQP3,0.024578149498764,0.999977713692555,0
AQP4,0.0721093966741861,0.999977713692555,0
AQP5,0.65010148636875,0.999977713692555,0
AQP6,0.913126249805649,0.999977713692555,0
AQP7,0.923531309187012,0.999977713692555,0
AQP9,0.917839735103776,0.999977713692555,0
AR,0.228125643611677,0.999977713692555,0
ABCC6,0.814401913525864,0.999977713692555,0
ARAF,0.975772323076,0.999977713692555,0
ARCN1,0.7813601663831,0.999977713692555,0
TRIM23,0.240509697374929,0.999977713692555,0
ARF1,0.704603231369264,0.999977713692555,0
ARF3,0.108519642713245,0.999977713692555,0
ARF4,0.0948973625092817,0.999977713692555,0
ARL4D,0.808917461541247,0.999977713692555,0
ARF5,0.711938875259604,0.999977713692555,0
ARF6,0.582906489195824,0.999977713692555,0
ARG1,0.838885799424057,0.999977713692555,0
ARG2,0.939871257421297,0.999977713692555,0
RHOA,0.855897404463543,0.999977713692555,0
RHOB,0.89124693102849,0.999977713692555,0
RHOC,0.408573980937429,0.999977713692555,0
RND3,0.813780867721569,0.999977713692555,0
RHOG,0.928102266028468,0.999977713692555,0
ARHGAP1,0.616586362052445,0.999977713692555,0
ARHGAP4,0.980495080417276,0.999977713692555,0
ARHGAP5,0.802761660178422,0.999977713692555,0
ARHGAP6,0.956049648348247,0.999977713692555,0
ARHGDIA,0.600920879757232,0.999977713692555,0
ARHGDIB,0.0555728779911528,0.999977713692555,0
ARHGDIG,0.843392783364076,0.999977713692555,0
RHOH,0.610999839879762,0.999977713692555,0
ARL1,0.29597708410118,0.999977713692555,0
PHOX2A,0.641341627131287,0.999977713692555,0
ARL2,0.814323963580965,0.999977713692555,0
ARL3,0.4484648833901,0.999977713692555,0
ARNT,0.692833335002455,0.999977713692555,0
ARNTL,0.313225976857777,0.999977713692555,0
ARR3,0.591056120042939,0.999977713692555,0
ARRB1,0.488054056668099,0.999977713692555,0
ARRB2,0.842700144769725,0.999977713692555,0
ARSA,0.150775668551613,0.999977713692555,0
ARSB,0.349637480883975,0.999977713692555,0
STS,0.125296241669433,0.999977713692555,0
ARSD,0.599558467391513,0.999977713692555,0
ARSE,0.953462312625994,0.999977713692555,0
ARSF,0.856250533705076,0.999977713692555,0
ART1,0.948474194048957,0.999977713692555,0
ART3,0.988562661131877,0.999977713692555,0
ART4,0.0765365991810043,0.999977713692555,0
ARVCF,0.501577282740937,0.999977713692555,0
ASAH1,0.863378761095195,0.999977713692555,0
ASCL1,0.993458614546997,0.999977713692555,0
ASCL2,0.5605719507207,0.999977713692555,0
ASGR1,0.980804434191218,0.999977713692555,0
ASGR2,0.70554323786675,0.999977713692555,0
ASIP,0.301487001664788,0.999977713692555,0
ASL,0.419698200461032,0.999977713692555,0
ASMT,0.79709747599059,0.999977713692555,0
ASNA1,0.666859760127871,0.999977713692555,0
ASNS,0.83655671251672,0.999977713692555,0
ASPA,0.683237368432815,0.999977713692555,0
ASPH,0.80640990107184,0.999977713692555,0
ASS1,0.979165446270262,0.999977713692555,0
ASTN1,0.311811798211732,0.999977713692555,0
SERPINC1,0.447819041956562,0.999977713692555,0
ZFHX3,0.927706442770831,0.999977713692555,0
ATF1,0.801919284362925,0.999977713692555,0
ATF3,0.00259300708883935,0.643198234687696,0
ATIC,0.814557856308479,0.999977713692555,0
ATM,0.705829876260347,0.999977713692555,0
RERE,0.892548078176858,0.999977713692555,0
ATOH1,0.975809503019146,0.999977713692555,0
ATOX1,0.517655435270943,0.999977713692555,0
ATP1A1,0.293051222950109,0.999977713692555,0
ATP1A2,0.672403470194992,0.999977713692555,0
ATP1A3,0.513745523664305,0.999977713692555,0
ATP12A,0.709083809923202,0.999977713692555,0
ATP1A4,0.398695629164084,0.999977713692555,0
ATP1B1,0.757448435657155,0.999977713692555,0
ATP1B2,0.701486079715633,0.999977713692555,0
ATP1B3,0.225715234097415,0.999977713692555,0
ATP2A1,0.53585338950485,0.999977713692555,0
ATP2A2,0.946860853502266,0.999977713692555,0
ATP2A3,0.726944103282876,0.999977713692555,0
ATP2B1,0.803569615224263,0.999977713692555,0
ATP2B2,0.183516816049816,0.999977713692555,0
ATP2B3,0.212604994404206,0.999977713692555,0
ATP2B4,0.828622582690009,0.999977713692555,0
ATP4A,0.996175478513261,0.999977713692555,0
ATP4B,0.417397572954537,0.999977713692555,0
ATP5A1,0.697398213992988,0.999977713692555,0
ALDH7A1,0.804287586368591,0.999977713692555,0
ATP5B,0.816300691241656,0.999977713692555,0
ATP5C1,0.151285879086821,0.999977713692555,0
ATP5D,0.946736574198285,0.999977713692555,0
ATP5F1,0.800556990542121,0.999977713692555,0
ATP5G1,0.659458554937739,0.999977713692555,0
ATP5G2,0.976756704718542,0.999977713692555,0
ATP5G3,0.251886434291644,0.999977713692555,0
ATP5I,0.160744002810338,0.999977713692555,0
ATP5J,0.763811425363744,0.999977713692555,0
ATP6V1A,0.523917552144068,0.999977713692555,0
ATP6V1B1,0.549403289405964,0.999977713692555,0
ATP6V1B2,0.176432090789937,0.999977713692555,0
ATP6V0C,0.61126894598806,0.999977713692555,0
ATP6V1C1,0.00813333556303003,0.81786184583269,0
ATP6V1E1,0.815006140348926,0.999977713692555,0
ATP6V0B,0.841951299439239,0.999977713692555,0
ATP6V1G2,0.802911289099211,0.999977713692555,0
ATP6V0A1,0.8837714263124,0.999977713692555,0
ATP6AP1,0.546156580614013,0.999977713692555,0
ATP7A,0.776360868784575,0.999977713692555,0
ATP5O,0.768387496101374,0.999977713692555,0
ATP7B,0.819492170686657,0.999977713692555,0
ATR,0.291607543164255,0.999977713692555,0
ATRX,0.860281707932591,0.999977713692555,0
KIF1A,0.482966256090149,0.999977713692555,0
AUH,0.273595544793687,0.999977713692555,0
AUP1,0.412702399326756,0.999977713692555,0
AVP,0.508711731933431,0.999977713692555,0
AVPR1A,0.976109996018028,0.999977713692555,0
AVPR1B,0.702692453764332,0.999977713692555,0
AVPR2,0.970917578250136,0.999977713692555,0
AXL,0.861593606607484,0.999977713692555,0
AZGP1,0.66588742599418,0.999977713692555,0
AZU1,0.750098986536371,0.999977713692555,0
B2M,0.824920748425347,0.999977713692555,0
BAAT,0.245834222038599,0.999977713692555,0
BACH1,0.0105477806182619,0.853234078032629,0
BAD,0.930008609086863,0.999977713692555,0
BAG1,0.887997580535214,0.999977713692555,0
BAI1,0.745194600397465,0.999977713692555,0
BAI2,0.724041883429911,0.999977713692555,0
BAI3,0.499921420922756,0.999977713692555,0
NKX3-2,0.134869491892049,0.999977713692555,0
BARD1,0.697399482583724,0.999977713692555,0
BAX,0.330671169815046,0.999977713692555,0
BBS1,0.445577850662712,0.999977713692555,0
BBS2,0.563262168142029,0.999977713692555,0
BBS4,0.836704125607803,0.999977713692555,0
BCAT1,0.564490676877743,0.999977713692555,0
BCAT2,0.758087902284633,0.999977713692555,0
BCHE,0.753259904573036,0.999977713692555,0
BCKDHA,0.87820316053384,0.999977713692555,0
BCKDHB,0.796627044959217,0.999977713692555,0
CCND1,0.725381302170663,0.999977713692555,0
BCL2,0.388876484138828,0.999977713692555,0
BCL2A1,0.931667624493486,0.999977713692555,0
BCL2L1,0.65536974367976,0.999977713692555,0
BCL2L2,0.828615149335684,0.999977713692555,0
BCL3,0.435240239835347,0.999977713692555,0
BCL6,0.0824300289171487,0.999977713692555,0
BCL7A,0.902339651707727,0.999977713692555,0
BCL9,0.990181424915567,0.999977713692555,0
TNFRSF17,0.00424727296318805,0.643198234687696,0
HCN2,0.0169131189696939,0.905065625483081,0
OPN1SW,0.69395511009305,0.999977713692555,0
BCR,0.562760238312697,0.999977713692555,0
BCS1L,0.589558219826913,0.999977713692555,0
BDH1,0.605477271589829,0.999977713692555,0
BDKRB1,0.300131172183771,0.999977713692555,0
BDKRB2,0.326337881967731,0.999977713692555,0
BDNF,0.931306866115314,0.999977713692555,0
CFB,0.877710662559519,0.999977713692555,0
BFSP1,0.703749374754927,0.999977713692555,0
BGN,0.800209642288071,0.999977713692555,0
CEACAM1,0.771625379864768,0.999977713692555,0
BHMT,0.780962220898477,0.999977713692555,0
BICD1,0.821357263875875,0.999977713692555,0
BID,0.871063063873209,0.999977713692555,0
BIK,0.880564232582262,0.999977713692555,0
PRDM1,0.800320082105603,0.999977713692555,0
BLK,0.804695712791919,0.999977713692555,0
BLM,0.814185306144356,0.999977713692555,0
BLMH,0.243073961766374,0.999977713692555,0
CXCR5,0.134876780104467,0.999977713692555,0
BLVRA,0.314980208781483,0.999977713692555,0
BLVRB,0.714361668261896,0.999977713692555,0
BNC1,0.828684055273162,0.999977713692555,0
BMP1,0.726488948384019,0.999977713692555,0
BMP2,0.579410836287784,0.999977713692555,0
BMP3,0.826914089110978,0.999977713692555,0
BMP4,0.300485207572002,0.999977713692555,0
BMP5,0.995504337126957,0.999977713692555,0
BMP6,0.821045535034115,0.999977713692555,0
BMP7,0.543687345577445,0.999977713692555,0
BMP8B,0.872387888153734,0.999977713692555,0
BMPR1A,0.801057732464319,0.999977713692555,0
BMPR1B,0.897433675352942,0.999977713692555,0
BMPR2,0.953173244433567,0.999977713692555,0
BMX,0.862048575684619,0.999977713692555,0
POLR3D,0.115850566320233,0.999977713692555,0
BNIP1,0.561751918100822,0.999977713692555,0
BNIP2,0.0954844291431155,0.999977713692555,0
BNIP3,0.887181928131539,0.999977713692555,0
BNIP3L,0.238450819731152,0.999977713692555,0
BOK,0.596340215269699,0.999977713692555,0
DST,0.966830559589241,0.999977713692555,0
FOXL2,0.786810328928721,0.999977713692555,0
BPGM,0.715515608764486,0.999977713692555,0
BPHL,0.0115986975020991,0.855208304788851,0
BPI,0.838661372837716,0.999977713692555,0
BRCA1,0.970716856414328,0.999977713692555,0
BRAF,0.774434169988972,0.999977713692555,0
BRCA2,0.997162350967243,0.999977713692555,0
BRDT,0.983443217955784,0.999977713692555,0
ZFP36L1,0.959946581498134,0.999977713692555,0
ZFP36L2,0.18948890747713,0.999977713692555,0
BRS3,0.960391517073315,0.999977713692555,0
BSG,0.210870949354674,0.999977713692555,0
BST1,0.853274883326134,0.999977713692555,0
BST2,0.956020284097468,0.999977713692555,0
BTC,0.988858129337338,0.999977713692555,0
BTD,0.838373875350674,0.999977713692555,0
KLF9,0.37608334672319,0.999977713692555,0
KLF5,0.181056603494068,0.999977713692555,0
BTF3,0.973631735962859,0.999977713692555,0
BTF3P11,0.90009862415297,0.999977713692555,0
BTG1,0.521478136672632,0.999977713692555,0
BTK,0.830918170244587,0.999977713692555,0
BTN1A1,0.360610096578506,0.999977713692555,0
BUB1,0.845735319135078,0.999977713692555,0
BUB1B,0.901438892435776,0.999977713692555,0
BYSL,0.490732036243189,0.999977713692555,0
TSPO,0.343594565541531,0.999977713692555,0
C1QBP,0.305136772543787,0.999977713692555,0
SERPING1,0.953685278457489,0.999977713692555,0
ERC2-IT1,0.0456743209793688,0.999977713692555,0
C1QA,0.192062218740482,0.999977713692555,0
C1QB,0.634629668356701,0.999977713692555,0
C1QC,0.609989094658771,0.999977713692555,0
C1R,0.684473772800135,0.999977713692555,0
C1S,0.259095220576129,0.999977713692555,0
C2,0.604521618576193,0.999977713692555,0
C3,0.83729011983676,0.999977713692555,0
C3AR1,0.779664789970372,0.999977713692555,0
C4BPA,0.890870795154214,0.999977713692555,0
C4BPB,0.974076915710488,0.999977713692555,0
CAPN5,0.163073402684785,0.999977713692555,0
C5,0.748545802540095,0.999977713692555,0
C5AR1,0.0127298914410638,0.855208304788851,0
C6,0.77486295619729,0.999977713692555,0
C7,0.993382260719296,0.999977713692555,0
C8A,0.280602754386506,0.999977713692555,0
C8B,0.816477937746267,0.999977713692555,0
C8G,0.995834859841164,0.999977713692555,0
OSGIN2,0.0831042116996502,0.999977713692555,0
C9,0.024745513325355,0.999977713692555,0
VPS51,0.644220558507966,0.999977713692555,0
MRPL49,0.144870027529324,0.999977713692555,0
ZNHIT2,0.850898081501919,0.999977713692555,0
MPPED2,0.346312218815902,0.999977713692555,0
MYRF,0.740805241460536,0.999977713692555,0
TMEM258,0.979097527285847,0.999977713692555,0
DAGLA,0.201472104488216,0.999977713692555,0
C16orf3,0.741759802825107,0.999977713692555,0
FMNL1,0.752269309725461,0.999977713692555,0
LDLRAD4,0.118728458891689,0.999977713692555,0
PTTG1IP,0.329858772534888,0.999977713692555,0
C21orf2,0.7609960461284,0.999977713692555,0
TMEM50B,0.996358306564665,0.999977713692555,0
MPPED1,0.587156730667258,0.999977713692555,0
CA1,0.902024650203579,0.999977713692555,0
CA2,0.871825365858033,0.999977713692555,0
CA3,0.285171704010844,0.999977713692555,0
CA4,0.900230554867423,0.999977713692555,0
CA5A,0.576756718916915,0.999977713692555,0
CA6,0.401680046357594,0.999977713692555,0
CA7,0.394113024082475,0.999977713692555,0
CA8,0.0675932516062192,0.999977713692555,0
CA9,0.933815627556629,0.999977713692555,0
CA11,0.865965597007727,0.999977713692555,0
CA12,0.453136375142443,0.999977713692555,0
CACNA1A,0.28207433534373,0.999977713692555,0
CACNA1B,0.890033894059203,0.999977713692555,0
CACNA1C,0.187118960956376,0.999977713692555,0
CACNA1D,0.37056033596616,0.999977713692555,0
CACNA1E,0.24221858468207,0.999977713692555,0
CACNA1F,0.994308532701978,0.999977713692555,0
CACNA1S,0.478606430969153,0.999977713692555,0
DDR1,0.377761546851555,0.999977713692555,0
CACNA2D1,0.790193212248121,0.999977713692555,0
CACNB1,0.66590937522596,0.999977713692555,0
CACNB2,0.0133795425115607,0.855208304788851,0
CACNB3,0.580109866221455,0.999977713692555,0
CACNB4,0.302612268005503,0.999977713692555,0
CACNG1,0.193747743622362,0.999977713692555,0
SLC25A20,0.248412790943641,0.999977713692555,0
CAD,0.101509168831694,0.999977713692555,0
CALB1,0.387462319379663,0.999977713692555,0
CALB2,0.6175055675319,0.999977713692555,0
S100G,0.916796315370001,0.999977713692555,0
CALCA,0.755155543813759,0.999977713692555,0
CALCB,0.13576052556815,0.999977713692555,0
CALCR,0.223984650636872,0.999977713692555,0
CALD1,0.845449180689232,0.999977713692555,0
CALM1,0.453650250627741,0.999977713692555,0
CALM2,0.206126430451277,0.999977713692555,0
CALM3,0.302483846865982,0.999977713692555,0
CALML3,0.363376211481048,0.999977713692555,0
CALR,0.167154591574777,0.999977713692555,0
CALU,0.938075271184431,0.999977713692555,0
CAMK4,0.984688672881447,0.999977713692555,0
CAMK2A,0.983976150184265,0.999977713692555,0
CAMK2B,0.625931937462679,0.999977713692555,0
CAMK2D,0.125734729668794,0.999977713692555,0
CAMK2G,0.666549640218434,0.999977713692555,0
CAMLG,0.777580635596444,0.999977713692555,0
CAMP,0.462880668738636,0.999977713692555,0
CANX,0.44016294963939,0.999977713692555,0
CAPG,0.940254274449534,0.999977713692555,0
CAPN1,0.180392986402631,0.999977713692555,0
CAPN2,0.609300419078163,0.999977713692555,0
CAPN3,0.394863189575805,0.999977713692555,0
CAPNS1,0.20458149308299,0.999977713692555,0
CAPN6,0.524561739633331,0.999977713692555,0
CAPS,0.613500659207124,0.999977713692555,0
CAPZA2,0.86806078841949,0.999977713692555,0
CAST,0.532155496688005,0.999977713692555,0
CAPZB,0.621040897491707,0.999977713692555,0
CARS,0.956764902124138,0.999977713692555,0
CASP1,0.984946338918088,0.999977713692555,0
CASP2,0.957072338301536,0.999977713692555,0
CASP3,0.0892625390893138,0.999977713692555,0
CASP4,0.585876476911499,0.999977713692555,0
CASP5,0.124965597286885,0.999977713692555,0
CASP6,0.349983699182075,0.999977713692555,0
CASP7,0.989922087537584,0.999977713692555,0
CASP8,0.848753712951773,0.999977713692555,0
CASP9,0.996556031223756,0.999977713692555,0
CASP10,0.649438224721604,0.999977713692555,0
CASQ1,0.929052136313141,0.999977713692555,0
CASQ2,0.416404703480788,0.999977713692555,0
CASR,0.536994464552689,0.999977713692555,0
CAT,0.975299294878144,0.999977713692555,0
CAV1,0.827831393954081,0.999977713692555,0
CAV2,0.798596887754169,0.999977713692555,0
